Feature,Target
0.749080237694725,6.054879748303052
1.9014286128198323,10.005833180793111
1.4639878836228102,8.357251881163187
1.1973169683940732,6.423272867562687
0.31203728088487304,6.07893465716964
0.3119890406724053,5.68790015470399
0.11616722433639892,5.1395336200522435
1.7323522915498704,8.287669419854872
1.2022300234864176,9.009484381395353
1.416145155592091,6.846584403983993
0.041168988591604894,4.710364059575085
1.9398197043239886,12.009914738781944
1.6648852816008435,8.00411951967184
0.4246782213565523,4.707736934466885
0.36364993441420124,5.190601168330245
0.36680901970686763,4.596951405004404
0.6084844859190754,4.274790026691093
1.0495128632644757,7.217101564599454
0.8638900372842315,5.52936639812659
0.5824582803960838,6.220967271823433
1.223705789444759,6.751693134100473
0.27898772130408367,6.38689756892979
0.5842892970704363,4.969614598875072
0.7327236865873834,5.876109543556475
0.9121399684340719,7.549937122671885
1.5703519227860272,7.480191451924126
0.39934756431671947,5.425502627554288
1.0284688768272232,8.392549384764097
1.184829137724085,5.947004178611027
0.09290082543999545,4.463336334852291
1.2150897038028767,7.905151905657054
0.34104824737458306,5.804967613901059
0.13010318597055903,3.153358847033595
1.8977710745066665,8.372856610435724
1.9312640661491187,10.315733764064253
1.6167946962329223,9.147368761931954
0.6092275383467414,6.078175465386101
0.19534422801276774,4.932480893535279
1.3684660530243138,7.42537343749445
0.8803049874792026,6.873168659598611
0.24407646968955765,5.025301882367354
0.9903538202225404,6.256710042641253
0.06877704223043679,6.072105637836067
1.8186408041575641,9.92975533338448
0.5175599632000338,4.361376392397453
1.325044568707964,8.631687314757722
0.6234221521788219,4.895584786309144
1.0401360423556216,7.907492730809317
1.0934205586865593,8.438857255067083
0.3697089110510541,4.288444414801452
1.9391692555291171,10.780883895831673
1.550265646722229,9.063577867103186
1.8789978831283782,10.459053809379624
1.7896547008552977,11.26575708521984
1.1957999576221703,7.3420117568636405
1.8437484700462337,8.777509245781212
0.176985004103839,3.6414405826859935
0.3919657248382904,4.360086889549432
0.09045457782107613,4.194262024049125
0.6506606615265287,6.29313395939623
0.777354579378964,6.608754537466911
0.5426980635477918,6.455277439679399
1.6574750183038587,8.985426946789483
0.7135066533871786,7.594054037318852
0.5618690193747615,5.420950224886329
1.085392166316497,9.97634566553911
0.2818484499495253,5.471212697613582
1.6043939615080793,7.956024328107954
0.14910128735954165,3.376411364017513
1.9737738732010346,10.403794034846289
1.5444895385933148,8.410005830454095
0.3974313630683448,5.906294583297127
0.011044234247204798,4.506370327315159
1.6309228569096683,8.819939658072132
1.4137146876952342,7.394350345017298
1.4580143360819746,6.859195783560059
1.5425406933718915,8.181107128048653
0.14808930346818072,5.300666704728014
0.7169314570885452,6.364888115395839
0.23173811905025943,3.4494755784387903
1.726206851751187,9.351801481104744
1.2465962536551158,8.125106140694184
0.6617960497052984,5.101530712914762
0.12711670057204727,4.535075207661669
0.6219646434313244,5.924102648739973
0.6503666440534941,4.808129634329859
1.4592123566761281,8.735424430376668
1.2751149427104262,8.386129354499513
1.774425485152653,10.406327698633236
0.9444298503238986,7.887091603006598
0.2391884918766034,3.3398961076727187
1.42648957444599,7.341643683422848
1.5215700972337949,9.079745558910044
1.1225543951389925,7.881449136329186
1.541934359909122,9.140850766033413
0.9875911927287815,10.815505068841066
1.0454656587639881,7.707287486985131
0.8550820367170993,7.700811750331897
0.05083825348819038,5.106516523957774
0.2157828539866089,5.298739813265625
0.0628583713734685,3.87330586948006
1.2728208225275608,8.577431688075949
0.6287119621526533,5.113310671920388
1.0171413823294055,6.814605540248207
1.815132947852186,8.960035295727453
0.4985844582977499,5.577627514279572
0.8207658460712595,8.776956104887287
1.5111022770860973,6.6660416386665435
0.4575963309832449,6.059049183324248
0.15395981965758598,2.8491635877831065
0.579502905827536,5.266576851693174
0.32244257450800884,6.056278320491392
1.8593953046851461,9.642465933150902
1.616240759128834,7.770977499457196
1.266807513020847,7.085118829802572
1.7429211803754354,9.90836129006098
1.607344153798229,8.09166582967755
0.3731401177720717,5.33587894289819
1.7851179969799555,9.40092583084368
1.0786844838313014,6.584453103888087
1.614880310328125,10.988585020309701
1.7921825998469865,10.01046682185897
0.6360069499437278,3.8828782631735765
0.22010384905535352,4.846765861935488
0.45587032508388337,4.705824510483263
0.8542155772525126,7.415080066553762
1.6360295318449862,8.115567857102258
1.7214611665126869,9.049647058071162
0.013904261062381407,4.546700062167601
1.0214946051551315,7.930239009635516
0.834822006297558,5.3041696118368975
0.4442156209414605,4.998145626983433
0.2397307346673656,4.24424689284114
0.6752303428072559,5.3723617958480565
1.8858194078250383,11.42291246375621
0.6464058640415105,6.344199303085487
1.0375812434867322,5.851859776125151
1.4060379177903557,9.135975700425844
0.727259204758588,8.303933811288397
1.9435641654419213,10.86315775687691
1.9248945898842225,8.255313803698655
0.5035645916507283,5.026459702085933
0.9944970117847709,8.250402184540935
0.6017566196335393,5.097600393281837
0.5696809887549352,6.152862394411033
0.07377389470906559,4.9959557375565335
1.2191286679597937,6.730455532301298
1.005358046457723,6.956548783311368
0.1029575024999787,1.0676051674308638
0.5572929284732229,4.647491144085379
